DateKey,FullDateKey,DayNumberInWeek,DayName,DayNumber,MonthNumber,YearNumber,WeekNumber,DayWeekType
1,01.01.2014,3,Wednesday,1,1,2014,1,workday
2,02.01.2014,4,Thursday,2,1,2014,1,workday
3,03.01.2014,5,Friday,3,1,2014,1,workday
4,04.01.2014,6,Saturday,4,1,2014,1,weekend
5,05.01.2014,7,Sunday,5,1,2014,1,weekend
6,06.01.2014,1,Monday,6,1,2014,2,workday
7,07.01.2014,2,Tuesday,7,1,2014,2,workday
8,08.01.2014,3,Wednesday,8,1,2014,2,workday
9,09.01.2014,4,Thursday,9,1,2014,2,workday
10,10.01.2014,5,Friday,10,1,2014,2,workday
11,11.01.2014,6,Saturday,11,1,2014,2,weekend
12,12.01.2014,7,Sunday,12,1,2014,2,weekend
13,13.01.2014,1,Monday,13,1,2014,3,workday
14,14.01.2014,2,Tuesday,14,1,2014,3,workday
15,15.01.2014,3,Wednesday,15,1,2014,3,workday
16,16.01.2014,4,Thursday,16,1,2014,3,workday
17,17.01.2014,5,Friday,17,1,2014,3,workday
18,18.01.2014,6,Saturday,18,1,2014,3,weekend
19,19.01.2014,7,Sunday,19,1,2014,3,weekend
20,20.01.2014,1,Monday,20,1,2014,4,workday
21,21.01.2014,2,Tuesday,21,1,2014,4,workday
22,22.01.2014,3,Wednesday,22,1,2014,4,workday
23,23.01.2014,4,Thursday,23,1,2014,4,workday
24,24.01.2014,5,Friday,24,1,2014,4,workday
25,25.01.2014,6,Saturday,25,1,2014,4,weekend
26,26.01.2014,7,Sunday,26,1,2014,4,weekend
27,27.01.2014,1,Monday,27,1,2014,5,workday
28,28.01.2014,2,Tuesday,28,1,2014,5,workday
29,29.01.2014,3,Wednesday,29,1,2014,5,workday
30,30.01.2014,4,Thursday,30,1,2014,5,workday
31,31.01.2014,5,Friday,31,1,2014,5,workday
32,01.02.2014,6,Saturday,1,2,2014,5,weekend
33,02.02.2014,7,Sunday,2,2,2014,5,weekend
34,03.02.2014,1,Monday,3,2,2014,6,workday
35,04.02.2014,2,Tuesday,4,2,2014,6,workday
36,05.02.2014,3,Wednesday,5,2,2014,6,workday
37,06.02.2014,4,Thursday,6,2,2014,6,workday
38,07.02.2014,5,Friday,7,2,2014,6,workday
39,08.02.2014,6,Saturday,8,2,2014,6,weekend
40,09.02.2014,7,Sunday,9,2,2014,6,weekend
41,10.02.2014,1,Monday,10,2,2014,7,workday
42,11.02.2014,2,Tuesday,11,2,2014,7,workday
43,12.02.2014,3,Wednesday,12,2,2014,7,workday
44,13.02.2014,4,Thursday,13,2,2014,7,workday
45,14.02.2014,5,Friday,14,2,2014,7,workday
46,15.02.2014,6,Saturday,15,2,2014,7,weekend
47,16.02.2014,7,Sunday,16,2,2014,7,weekend
48,17.02.2014,1,Monday,17,2,2014,8,workday
49,18.02.2014,2,Tuesday,18,2,2014,8,workday
50,19.02.2014,3,Wednesday,19,2,2014,8,workday
51,20.02.2014,4,Thursday,20,2,2014,8,workday
52,21.02.2014,5,Friday,21,2,2014,8,workday
53,22.02.2014,6,Saturday,22,2,2014,8,weekend
54,23.02.2014,7,Sunday,23,2,2014,8,weekend
55,24.02.2014,1,Monday,24,2,2014,9,workday
56,25.02.2014,2,Tuesday,25,2,2014,9,workday
57,26.02.2014,3,Wednesday,26,2,2014,9,workday
58,27.02.2014,4,Thursday,27,2,2014,9,workday
59,28.02.2014,5,Friday,28,2,2014,9,workday
60,01.03.2014,6,Saturday,1,3,2014,9,weekend
61,02.03.2014,7,Sunday,2,3,2014,9,weekend
62,03.03.2014,1,Monday,3,3,2014,10,workday
63,04.03.2014,2,Tuesday,4,3,2014,10,workday
64,05.03.2014,3,Wednesday,5,3,2014,10,workday
65,06.03.2014,4,Thursday,6,3,2014,10,workday
66,07.03.2014,5,Friday,7,3,2014,10,workday
67,08.03.2014,6,Saturday,8,3,2014,10,weekend
68,09.03.2014,7,Sunday,9,3,2014,10,weekend
69,10.03.2014,1,Monday,10,3,2014,11,workday
70,11.03.2014,2,Tuesday,11,3,2014,11,workday
71,12.03.2014,3,Wednesday,12,3,2014,11,workday
72,13.03.2014,4,Thursday,13,3,2014,11,workday
73,14.03.2014,5,Friday,14,3,2014,11,workday
74,15.03.2014,6,Saturday,15,3,2014,11,weekend
75,16.03.2014,7,Sunday,16,3,2014,11,weekend
76,17.03.2014,1,Monday,17,3,2014,12,workday
77,18.03.2014,2,Tuesday,18,3,2014,12,workday
78,19.03.2014,3,Wednesday,19,3,2014,12,workday
79,20.03.2014,4,Thursday,20,3,2014,12,workday
80,21.03.2014,5,Friday,21,3,2014,12,workday
81,22.03.2014,6,Saturday,22,3,2014,12,weekend
82,23.03.2014,7,Sunday,23,3,2014,12,weekend
83,24.03.2014,1,Monday,24,3,2014,13,workday
84,25.03.2014,2,Tuesday,25,3,2014,13,workday
85,26.03.2014,3,Wednesday,26,3,2014,13,workday
86,27.03.2014,4,Thursday,27,3,2014,13,workday
87,28.03.2014,5,Friday,28,3,2014,13,workday
88,29.03.2014,6,Saturday,29,3,2014,13,weekend
89,30.03.2014,7,Sunday,30,3,2014,13,weekend
90,31.03.2014,1,Monday,31,3,2014,14,workday
91,01.04.2014,2,Tuesday,1,4,2014,14,workday
92,02.04.2014,3,Wednesday,2,4,2014,14,workday
93,03.04.2014,4,Thursday,3,4,2014,14,workday
94,04.04.2014,5,Friday,4,4,2014,14,workday
95,05.04.2014,6,Saturday,5,4,2014,14,weekend
96,06.04.2014,7,Sunday,6,4,2014,14,weekend
97,07.04.2014,1,Monday,7,4,2014,15,workday
98,08.04.2014,2,Tuesday,8,4,2014,15,workday
99,09.04.2014,3,Wednesday,9,4,2014,15,workday
100,10.04.2014,4,Thursday,10,4,2014,15,workday
101,11.04.2014,5,Friday,11,4,2014,15,workday
102,12.04.2014,6,Saturday,12,4,2014,15,weekend
103,13.04.2014,7,Sunday,13,4,2014,15,weekend
104,14.04.2014,1,Monday,14,4,2014,16,workday
105,15.04.2014,2,Tuesday,15,4,2014,16,workday
106,16.04.2014,3,Wednesday,16,4,2014,16,workday
107,17.04.2014,4,Thursday,17,4,2014,16,workday
108,18.04.2014,5,Friday,18,4,2014,16,workday
109,19.04.2014,6,Saturday,19,4,2014,16,weekend
110,20.04.2014,7,Sunday,20,4,2014,16,weekend
111,21.04.2014,1,Monday,21,4,2014,17,workday
112,22.04.2014,2,Tuesday,22,4,2014,17,workday
113,23.04.2014,3,Wednesday,23,4,2014,17,workday
114,24.04.2014,4,Thursday,24,4,2014,17,workday
115,25.04.2014,5,Friday,25,4,2014,17,workday
116,26.04.2014,6,Saturday,26,4,2014,17,weekend
117,27.04.2014,7,Sunday,27,4,2014,17,weekend
118,28.04.2014,1,Monday,28,4,2014,18,workday
119,29.04.2014,2,Tuesday,29,4,2014,18,workday
120,30.04.2014,3,Wednesday,30,4,2014,18,workday
121,01.05.2014,4,Thursday,1,5,2014,18,workday
122,02.05.2014,5,Friday,2,5,2014,18,workday
123,03.05.2014,6,Saturday,3,5,2014,18,weekend
124,04.05.2014,7,Sunday,4,5,2014,18,weekend
125,05.05.2014,1,Monday,5,5,2014,19,workday
126,06.05.2014,2,Tuesday,6,5,2014,19,workday
127,07.05.2014,3,Wednesday,7,5,2014,19,workday
128,08.05.2014,4,Thursday,8,5,2014,19,workday
129,09.05.2014,5,Friday,9,5,2014,19,workday
130,10.05.2014,6,Saturday,10,5,2014,19,weekend
131,11.05.2014,7,Sunday,11,5,2014,19,weekend
132,12.05.2014,1,Monday,12,5,2014,20,workday
133,13.05.2014,2,Tuesday,13,5,2014,20,workday
134,14.05.2014,3,Wednesday,14,5,2014,20,workday
135,15.05.2014,4,Thursday,15,5,2014,20,workday
136,16.05.2014,5,Friday,16,5,2014,20,workday
137,17.05.2014,6,Saturday,17,5,2014,20,weekend
138,18.05.2014,7,Sunday,18,5,2014,20,weekend
139,19.05.2014,1,Monday,19,5,2014,21,workday
140,20.05.2014,2,Tuesday,20,5,2014,21,workday
141,21.05.2014,3,Wednesday,21,5,2014,21,workday
142,22.05.2014,4,Thursday,22,5,2014,21,workday
143,23.05.2014,5,Friday,23,5,2014,21,workday
144,24.05.2014,6,Saturday,24,5,2014,21,weekend
145,25.05.2014,7,Sunday,25,5,2014,21,weekend
146,26.05.2014,1,Monday,26,5,2014,22,workday
147,27.05.2014,2,Tuesday,27,5,2014,22,workday
148,28.05.2014,3,Wednesday,28,5,2014,22,workday
149,29.05.2014,4,Thursday,29,5,2014,22,workday
150,30.05.2014,5,Friday,30,5,2014,22,workday
151,31.05.2014,6,Saturday,31,5,2014,22,weekend
152,01.06.2014,7,Sunday,1,6,2014,22,weekend
153,02.06.2014,1,Monday,2,6,2014,23,workday
154,03.06.2014,2,Tuesday,3,6,2014,23,workday
155,04.06.2014,3,Wednesday,4,6,2014,23,workday
156,05.06.2014,4,Thursday,5,6,2014,23,workday
157,06.06.2014,5,Friday,6,6,2014,23,workday
158,07.06.2014,6,Saturday,7,6,2014,23,weekend
159,08.06.2014,7,Sunday,8,6,2014,23,weekend
160,09.06.2014,1,Monday,9,6,2014,24,workday
161,10.06.2014,2,Tuesday,10,6,2014,24,workday
162,11.06.2014,3,Wednesday,11,6,2014,24,workday
163,12.06.2014,4,Thursday,12,6,2014,24,workday
164,13.06.2014,5,Friday,13,6,2014,24,workday
165,14.06.2014,6,Saturday,14,6,2014,24,weekend
166,15.06.2014,7,Sunday,15,6,2014,24,weekend
167,16.06.2014,1,Monday,16,6,2014,25,workday
168,17.06.2014,2,Tuesday,17,6,2014,25,workday
169,18.06.2014,3,Wednesday,18,6,2014,25,workday
170,19.06.2014,4,Thursday,19,6,2014,25,workday
171,20.06.2014,5,Friday,20,6,2014,25,workday
172,21.06.2014,6,Saturday,21,6,2014,25,weekend
173,22.06.2014,7,Sunday,22,6,2014,25,weekend
174,23.06.2014,1,Monday,23,6,2014,26,workday
175,24.06.2014,2,Tuesday,24,6,2014,26,workday
176,25.06.2014,3,Wednesday,25,6,2014,26,workday
177,26.06.2014,4,Thursday,26,6,2014,26,workday
178,27.06.2014,5,Friday,27,6,2014,26,workday
179,28.06.2014,6,Saturday,28,6,2014,26,weekend
180,29.06.2014,7,Sunday,29,6,2014,26,weekend
181,30.06.2014,1,Monday,30,6,2014,27,workday
182,01.07.2014,2,Tuesday,1,7,2014,27,workday
183,02.07.2014,3,Wednesday,2,7,2014,27,workday
184,03.07.2014,4,Thursday,3,7,2014,27,workday
185,04.07.2014,5,Friday,4,7,2014,27,workday
186,05.07.2014,6,Saturday,5,7,2014,27,weekend
187,06.07.2014,7,Sunday,6,7,2014,27,weekend
188,07.07.2014,1,Monday,7,7,2014,28,workday
189,08.07.2014,2,Tuesday,8,7,2014,28,workday
190,09.07.2014,3,Wednesday,9,7,2014,28,workday
191,10.07.2014,4,Thursday,10,7,2014,28,workday
192,11.07.2014,5,Friday,11,7,2014,28,workday
193,12.07.2014,6,Saturday,12,7,2014,28,weekend
194,13.07.2014,7,Sunday,13,7,2014,28,weekend
195,14.07.2014,1,Monday,14,7,2014,29,workday
196,15.07.2014,2,Tuesday,15,7,2014,29,workday
197,16.07.2014,3,Wednesday,16,7,2014,29,workday
198,17.07.2014,4,Thursday,17,7,2014,29,workday
199,18.07.2014,5,Friday,18,7,2014,29,workday
200,19.07.2014,6,Saturday,19,7,2014,29,weekend
201,20.07.2014,7,Sunday,20,7,2014,29,weekend
202,21.07.2014,1,Monday,21,7,2014,30,workday
203,22.07.2014,2,Tuesday,22,7,2014,30,workday
204,23.07.2014,3,Wednesday,23,7,2014,30,workday
205,24.07.2014,4,Thursday,24,7,2014,30,workday
206,25.07.2014,5,Friday,25,7,2014,30,workday
207,26.07.2014,6,Saturday,26,7,2014,30,weekend
208,27.07.2014,7,Sunday,27,7,2014,30,weekend
209,28.07.2014,1,Monday,28,7,2014,31,workday
210,29.07.2014,2,Tuesday,29,7,2014,31,workday
211,30.07.2014,3,Wednesday,30,7,2014,31,workday
212,31.07.2014,4,Thursday,31,7,2014,31,workday
213,01.08.2014,5,Friday,1,8,2014,31,workday
214,02.08.2014,6,Saturday,2,8,2014,31,weekend
215,03.08.2014,7,Sunday,3,8,2014,31,weekend
216,04.08.2014,1,Monday,4,8,2014,32,workday
217,05.08.2014,2,Tuesday,5,8,2014,32,workday
218,06.08.2014,3,Wednesday,6,8,2014,32,workday
219,07.08.2014,4,Thursday,7,8,2014,32,workday
220,08.08.2014,5,Friday,8,8,2014,32,workday
221,09.08.2014,6,Saturday,9,8,2014,32,weekend
222,10.08.2014,7,Sunday,10,8,2014,32,weekend
223,11.08.2014,1,Monday,11,8,2014,33,workday
224,12.08.2014,2,Tuesday,12,8,2014,33,workday
225,13.08.2014,3,Wednesday,13,8,2014,33,workday
226,14.08.2014,4,Thursday,14,8,2014,33,workday
227,15.08.2014,5,Friday,15,8,2014,33,workday
228,16.08.2014,6,Saturday,16,8,2014,33,weekend
229,17.08.2014,7,Sunday,17,8,2014,33,weekend
230,18.08.2014,1,Monday,18,8,2014,34,workday
231,19.08.2014,2,Tuesday,19,8,2014,34,workday
232,20.08.2014,3,Wednesday,20,8,2014,34,workday
233,21.08.2014,4,Thursday,21,8,2014,34,workday
234,22.08.2014,5,Friday,22,8,2014,34,workday
235,23.08.2014,6,Saturday,23,8,2014,34,weekend
236,24.08.2014,7,Sunday,24,8,2014,34,weekend
237,25.08.2014,1,Monday,25,8,2014,35,workday
238,26.08.2014,2,Tuesday,26,8,2014,35,workday
239,27.08.2014,3,Wednesday,27,8,2014,35,workday
240,28.08.2014,4,Thursday,28,8,2014,35,workday
241,29.08.2014,5,Friday,29,8,2014,35,workday
242,30.08.2014,6,Saturday,30,8,2014,35,weekend
243,31.08.2014,7,Sunday,31,8,2014,35,weekend
244,01.09.2014,1,Monday,1,9,2014,36,workday
245,02.09.2014,2,Tuesday,2,9,2014,36,workday
246,03.09.2014,3,Wednesday,3,9,2014,36,workday
247,04.09.2014,4,Thursday,4,9,2014,36,workday
248,05.09.2014,5,Friday,5,9,2014,36,workday
249,06.09.2014,6,Saturday,6,9,2014,36,weekend
250,07.09.2014,7,Sunday,7,9,2014,36,weekend
251,08.09.2014,1,Monday,8,9,2014,37,workday
252,09.09.2014,2,Tuesday,9,9,2014,37,workday
253,10.09.2014,3,Wednesday,10,9,2014,37,workday
254,11.09.2014,4,Thursday,11,9,2014,37,workday
255,12.09.2014,5,Friday,12,9,2014,37,workday
256,13.09.2014,6,Saturday,13,9,2014,37,weekend
257,14.09.2014,7,Sunday,14,9,2014,37,weekend
258,15.09.2014,1,Monday,15,9,2014,38,workday
259,16.09.2014,2,Tuesday,16,9,2014,38,workday
260,17.09.2014,3,Wednesday,17,9,2014,38,workday
261,18.09.2014,4,Thursday,18,9,2014,38,workday
262,19.09.2014,5,Friday,19,9,2014,38,workday
263,20.09.2014,6,Saturday,20,9,2014,38,weekend
264,21.09.2014,7,Sunday,21,9,2014,38,weekend
265,22.09.2014,1,Monday,22,9,2014,39,workday
266,23.09.2014,2,Tuesday,23,9,2014,39,workday
267,24.09.2014,3,Wednesday,24,9,2014,39,workday
268,25.09.2014,4,Thursday,25,9,2014,39,workday
269,26.09.2014,5,Friday,26,9,2014,39,workday
270,27.09.2014,6,Saturday,27,9,2014,39,weekend
271,28.09.2014,7,Sunday,28,9,2014,39,weekend
272,29.09.2014,1,Monday,29,9,2014,40,workday
273,30.09.2014,2,Tuesday,30,9,2014,40,workday
274,01.10.2014,3,Wednesday,1,10,2014,40,workday
275,02.10.2014,4,Thursday,2,10,2014,40,workday
276,03.10.2014,5,Friday,3,10,2014,40,workday
277,04.10.2014,6,Saturday,4,10,2014,40,weekend
278,05.10.2014,7,Sunday,5,10,2014,40,weekend
279,06.10.2014,1,Monday,6,10,2014,41,workday
280,07.10.2014,2,Tuesday,7,10,2014,41,workday
281,08.10.2014,3,Wednesday,8,10,2014,41,workday
282,09.10.2014,4,Thursday,9,10,2014,41,workday
283,10.10.2014,5,Friday,10,10,2014,41,workday
284,11.10.2014,6,Saturday,11,10,2014,41,weekend
285,12.10.2014,7,Sunday,12,10,2014,41,weekend
286,13.10.2014,1,Monday,13,10,2014,42,workday
287,14.10.2014,2,Tuesday,14,10,2014,42,workday
288,15.10.2014,3,Wednesday,15,10,2014,42,workday
289,16.10.2014,4,Thursday,16,10,2014,42,workday
290,17.10.2014,5,Friday,17,10,2014,42,workday
291,18.10.2014,6,Saturday,18,10,2014,42,weekend
292,19.10.2014,7,Sunday,19,10,2014,42,weekend
293,20.10.2014,1,Monday,20,10,2014,43,workday
294,21.10.2014,2,Tuesday,21,10,2014,43,workday
295,22.10.2014,3,Wednesday,22,10,2014,43,workday
296,23.10.2014,4,Thursday,23,10,2014,43,workday
297,24.10.2014,5,Friday,24,10,2014,43,workday
298,25.10.2014,6,Saturday,25,10,2014,43,weekend
299,26.10.2014,7,Sunday,26,10,2014,43,weekend
300,27.10.2014,1,Monday,27,10,2014,44,workday
301,28.10.2014,2,Tuesday,28,10,2014,44,workday
302,29.10.2014,3,Wednesday,29,10,2014,44,workday
303,30.10.2014,4,Thursday,30,10,2014,44,workday
304,31.10.2014,5,Friday,31,10,2014,44,workday
305,01.11.2014,6,Saturday,1,11,2014,44,weekend
306,02.11.2014,7,Sunday,2,11,2014,44,weekend
307,03.11.2014,1,Monday,3,11,2014,45,workday
308,04.11.2014,2,Tuesday,4,11,2014,45,workday
309,05.11.2014,3,Wednesday,5,11,2014,45,workday
310,06.11.2014,4,Thursday,6,11,2014,45,workday
311,07.11.2014,5,Friday,7,11,2014,45,workday
312,08.11.2014,6,Saturday,8,11,2014,45,weekend
313,09.11.2014,7,Sunday,9,11,2014,45,weekend
314,10.11.2014,1,Monday,10,11,2014,46,workday
315,11.11.2014,2,Tuesday,11,11,2014,46,workday
316,12.11.2014,3,Wednesday,12,11,2014,46,workday
317,13.11.2014,4,Thursday,13,11,2014,46,workday
318,14.11.2014,5,Friday,14,11,2014,46,workday
319,15.11.2014,6,Saturday,15,11,2014,46,weekend
320,16.11.2014,7,Sunday,16,11,2014,46,weekend
321,17.11.2014,1,Monday,17,11,2014,47,workday
322,18.11.2014,2,Tuesday,18,11,2014,47,workday
323,19.11.2014,3,Wednesday,19,11,2014,47,workday
324,20.11.2014,4,Thursday,20,11,2014,47,workday
325,21.11.2014,5,Friday,21,11,2014,47,workday
326,22.11.2014,6,Saturday,22,11,2014,47,weekend
327,23.11.2014,7,Sunday,23,11,2014,47,weekend
328,24.11.2014,1,Monday,24,11,2014,48,workday
329,25.11.2014,2,Tuesday,25,11,2014,48,workday
330,26.11.2014,3,Wednesday,26,11,2014,48,workday
331,27.11.2014,4,Thursday,27,11,2014,48,workday
332,28.11.2014,5,Friday,28,11,2014,48,workday
333,29.11.2014,6,Saturday,29,11,2014,48,weekend
334,30.11.2014,7,Sunday,30,11,2014,48,weekend
335,01.12.2014,1,Monday,1,12,2014,49,workday
336,02.12.2014,2,Tuesday,2,12,2014,49,workday
337,03.12.2014,3,Wednesday,3,12,2014,49,workday
338,04.12.2014,4,Thursday,4,12,2014,49,workday
339,05.12.2014,5,Friday,5,12,2014,49,workday
340,06.12.2014,6,Saturday,6,12,2014,49,weekend
341,07.12.2014,7,Sunday,7,12,2014,49,weekend
342,08.12.2014,1,Monday,8,12,2014,50,workday
343,09.12.2014,2,Tuesday,9,12,2014,50,workday
344,10.12.2014,3,Wednesday,10,12,2014,50,workday
345,11.12.2014,4,Thursday,11,12,2014,50,workday
346,12.12.2014,5,Friday,12,12,2014,50,workday
347,13.12.2014,6,Saturday,13,12,2014,50,weekend
348,14.12.2014,7,Sunday,14,12,2014,50,weekend
349,15.12.2014,1,Monday,15,12,2014,51,workday
350,16.12.2014,2,Tuesday,16,12,2014,51,workday
351,17.12.2014,3,Wednesday,17,12,2014,51,workday
352,18.12.2014,4,Thursday,18,12,2014,51,workday
353,19.12.2014,5,Friday,19,12,2014,51,workday
354,20.12.2014,6,Saturday,20,12,2014,51,weekend
355,21.12.2014,7,Sunday,21,12,2014,51,weekend
356,22.12.2014,1,Monday,22,12,2014,52,workday
357,23.12.2014,2,Tuesday,23,12,2014,52,workday
358,24.12.2014,3,Wednesday,24,12,2014,52,workday
359,25.12.2014,4,Thursday,25,12,2014,52,workday
360,26.12.2014,5,Friday,26,12,2014,52,workday
361,27.12.2014,6,Saturday,27,12,2014,52,weekend
362,28.12.2014,7,Sunday,28,12,2014,52,weekend
363,29.12.2014,1,Monday,29,12,2014,1,workday
364,30.12.2014,2,Tuesday,30,12,2014,1,workday
365,31.12.2014,3,Wednesday,31,12,2014,1,workday
366,01.01.2015,4,Thursday,1,1,2015,1,workday
367,02.01.2015,5,Friday,2,1,2015,1,workday
368,03.01.2015,6,Saturday,3,1,2015,1,weekend
369,04.01.2015,7,Sunday,4,1,2015,1,weekend
370,05.01.2015,1,Monday,5,1,2015,2,workday
371,06.01.2015,2,Tuesday,6,1,2015,2,workday
372,07.01.2015,3,Wednesday,7,1,2015,2,workday
373,08.01.2015,4,Thursday,8,1,2015,2,workday
374,09.01.2015,5,Friday,9,1,2015,2,workday
375,10.01.2015,6,Saturday,10,1,2015,2,weekend
376,11.01.2015,7,Sunday,11,1,2015,2,weekend
377,12.01.2015,1,Monday,12,1,2015,3,workday
378,13.01.2015,2,Tuesday,13,1,2015,3,workday
379,14.01.2015,3,Wednesday,14,1,2015,3,workday
380,15.01.2015,4,Thursday,15,1,2015,3,workday
381,16.01.2015,5,Friday,16,1,2015,3,workday
382,17.01.2015,6,Saturday,17,1,2015,3,weekend
383,18.01.2015,7,Sunday,18,1,2015,3,weekend
384,19.01.2015,1,Monday,19,1,2015,4,workday
385,20.01.2015,2,Tuesday,20,1,2015,4,workday
386,21.01.2015,3,Wednesday,21,1,2015,4,workday
387,22.01.2015,4,Thursday,22,1,2015,4,workday
388,23.01.2015,5,Friday,23,1,2015,4,workday
389,24.01.2015,6,Saturday,24,1,2015,4,weekend
390,25.01.2015,7,Sunday,25,1,2015,4,weekend
391,26.01.2015,1,Monday,26,1,2015,5,workday
392,27.01.2015,2,Tuesday,27,1,2015,5,workday
393,28.01.2015,3,Wednesday,28,1,2015,5,workday
394,29.01.2015,4,Thursday,29,1,2015,5,workday
395,30.01.2015,5,Friday,30,1,2015,5,workday
396,31.01.2015,6,Saturday,31,1,2015,5,weekend
397,01.02.2015,7,Sunday,1,2,2015,5,weekend
398,02.02.2015,1,Monday,2,2,2015,6,workday
399,03.02.2015,2,Tuesday,3,2,2015,6,workday
400,04.02.2015,3,Wednesday,4,2,2015,6,workday
401,05.02.2015,4,Thursday,5,2,2015,6,workday
402,06.02.2015,5,Friday,6,2,2015,6,workday
403,07.02.2015,6,Saturday,7,2,2015,6,weekend
404,08.02.2015,7,Sunday,8,2,2015,6,weekend
405,09.02.2015,1,Monday,9,2,2015,7,workday
406,10.02.2015,2,Tuesday,10,2,2015,7,workday
407,11.02.2015,3,Wednesday,11,2,2015,7,workday
408,12.02.2015,4,Thursday,12,2,2015,7,workday
409,13.02.2015,5,Friday,13,2,2015,7,workday
410,14.02.2015,6,Saturday,14,2,2015,7,weekend
411,15.02.2015,7,Sunday,15,2,2015,7,weekend
412,16.02.2015,1,Monday,16,2,2015,8,workday
413,17.02.2015,2,Tuesday,17,2,2015,8,workday
414,18.02.2015,3,Wednesday,18,2,2015,8,workday
415,19.02.2015,4,Thursday,19,2,2015,8,workday
416,20.02.2015,5,Friday,20,2,2015,8,workday
417,21.02.2015,6,Saturday,21,2,2015,8,weekend
418,22.02.2015,7,Sunday,22,2,2015,8,weekend
419,23.02.2015,1,Monday,23,2,2015,9,workday
420,24.02.2015,2,Tuesday,24,2,2015,9,workday
421,25.02.2015,3,Wednesday,25,2,2015,9,workday
422,26.02.2015,4,Thursday,26,2,2015,9,workday
423,27.02.2015,5,Friday,27,2,2015,9,workday
424,28.02.2015,6,Saturday,28,2,2015,9,weekend
425,01.03.2015,7,Sunday,1,3,2015,9,weekend
426,02.03.2015,1,Monday,2,3,2015,10,workday
427,03.03.2015,2,Tuesday,3,3,2015,10,workday
428,04.03.2015,3,Wednesday,4,3,2015,10,workday
429,05.03.2015,4,Thursday,5,3,2015,10,workday
430,06.03.2015,5,Friday,6,3,2015,10,workday
431,07.03.2015,6,Saturday,7,3,2015,10,weekend
432,08.03.2015,7,Sunday,8,3,2015,10,weekend
433,09.03.2015,1,Monday,9,3,2015,11,workday
434,10.03.2015,2,Tuesday,10,3,2015,11,workday
435,11.03.2015,3,Wednesday,11,3,2015,11,workday
436,12.03.2015,4,Thursday,12,3,2015,11,workday
437,13.03.2015,5,Friday,13,3,2015,11,workday
438,14.03.2015,6,Saturday,14,3,2015,11,weekend
439,15.03.2015,7,Sunday,15,3,2015,11,weekend
440,16.03.2015,1,Monday,16,3,2015,12,workday
441,17.03.2015,2,Tuesday,17,3,2015,12,workday
442,18.03.2015,3,Wednesday,18,3,2015,12,workday
443,19.03.2015,4,Thursday,19,3,2015,12,workday
444,20.03.2015,5,Friday,20,3,2015,12,workday
445,21.03.2015,6,Saturday,21,3,2015,12,weekend
446,22.03.2015,7,Sunday,22,3,2015,12,weekend
447,23.03.2015,1,Monday,23,3,2015,13,workday
448,24.03.2015,2,Tuesday,24,3,2015,13,workday
449,25.03.2015,3,Wednesday,25,3,2015,13,workday
450,26.03.2015,4,Thursday,26,3,2015,13,workday
451,27.03.2015,5,Friday,27,3,2015,13,workday
452,28.03.2015,6,Saturday,28,3,2015,13,weekend
453,29.03.2015,7,Sunday,29,3,2015,13,weekend
454,30.03.2015,1,Monday,30,3,2015,14,workday
455,31.03.2015,2,Tuesday,31,3,2015,14,workday
456,01.04.2015,3,Wednesday,1,4,2015,14,workday
457,02.04.2015,4,Thursday,2,4,2015,14,workday
458,03.04.2015,5,Friday,3,4,2015,14,workday
459,04.04.2015,6,Saturday,4,4,2015,14,weekend
460,05.04.2015,7,Sunday,5,4,2015,14,weekend
461,06.04.2015,1,Monday,6,4,2015,15,workday
462,07.04.2015,2,Tuesday,7,4,2015,15,workday
463,08.04.2015,3,Wednesday,8,4,2015,15,workday
464,09.04.2015,4,Thursday,9,4,2015,15,workday
465,10.04.2015,5,Friday,10,4,2015,15,workday
466,11.04.2015,6,Saturday,11,4,2015,15,weekend
467,12.04.2015,7,Sunday,12,4,2015,15,weekend
468,13.04.2015,1,Monday,13,4,2015,16,workday
469,14.04.2015,2,Tuesday,14,4,2015,16,workday
470,15.04.2015,3,Wednesday,15,4,2015,16,workday
471,16.04.2015,4,Thursday,16,4,2015,16,workday
472,17.04.2015,5,Friday,17,4,2015,16,workday
473,18.04.2015,6,Saturday,18,4,2015,16,weekend
474,19.04.2015,7,Sunday,19,4,2015,16,weekend
475,20.04.2015,1,Monday,20,4,2015,17,workday
476,21.04.2015,2,Tuesday,21,4,2015,17,workday
477,22.04.2015,3,Wednesday,22,4,2015,17,workday
478,23.04.2015,4,Thursday,23,4,2015,17,workday
479,24.04.2015,5,Friday,24,4,2015,17,workday
480,25.04.2015,6,Saturday,25,4,2015,17,weekend
481,26.04.2015,7,Sunday,26,4,2015,17,weekend
482,27.04.2015,1,Monday,27,4,2015,18,workday
483,28.04.2015,2,Tuesday,28,4,2015,18,workday
484,29.04.2015,3,Wednesday,29,4,2015,18,workday
485,30.04.2015,4,Thursday,30,4,2015,18,workday
486,01.05.2015,5,Friday,1,5,2015,18,workday
487,02.05.2015,6,Saturday,2,5,2015,18,weekend
488,03.05.2015,7,Sunday,3,5,2015,18,weekend
489,04.05.2015,1,Monday,4,5,2015,19,workday
490,05.05.2015,2,Tuesday,5,5,2015,19,workday
491,06.05.2015,3,Wednesday,6,5,2015,19,workday
492,07.05.2015,4,Thursday,7,5,2015,19,workday
